GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC04_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC04_VC05,HC01_VC07,HC02_VC07,HC03_VC07,HC04_VC07,HC01_VC08,HC02_VC08,HC03_VC08,HC04_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC04_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC04_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC04_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC04_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC04_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC04_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC04_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC04_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC04_VC19,HC01_VC21,HC02_VC21,HC03_VC21,HC04_VC21,HC01_VC23,HC02_VC23,HC03_VC23,HC04_VC23,HC01_VC24,HC02_VC24,HC03_VC24,HC04_VC24,HC01_VC25,HC02_VC25,HC03_VC25,HC04_VC25,HC01_VC26,HC02_VC26,HC03_VC26,HC04_VC26,HC01_VC28,HC02_VC28,HC03_VC28,HC04_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC04_VC29,HC01_VC30,HC02_VC30,HC03_VC30,HC04_VC30,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC04_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC38,HC02_VC38,HC03_VC38,HC04_VC38,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC40,HC02_VC40,HC03_VC40,HC04_VC40,HC01_VC42,HC02_VC42,HC03_VC42,HC04_VC42,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC46,HC02_VC46,HC03_VC46,HC04_VC46,HC01_VC47,HC02_VC47,HC03_VC47,HC04_VC47,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC04_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC04_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC04_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC04_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC04_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC04_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC04_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC04_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC04_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC04_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC04_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC04_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC71,HC02_VC71,HC03_VC71,HC04_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC04_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC04_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC04_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC04_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC04_VC96,HC01_VC98,HC02_VC98,HC03_VC98,HC04_VC98
1400000US51013101100,51013101100,"Census Tract 1011, Arlington County, Virginia",5581,356,5581,(X),2791,281,50.0,3.4,2790,231,50.0,3.4,408,167,7.3,2.8,452,137,8.1,2.4,198,85,3.5,1.5,209,117,3.7,2.0,304,156,5.4,2.7,967,231,17.3,4.3,1129,184,20.2,2.9,667,162,12.0,2.8,498,141,8.9,2.5,304,113,5.4,2.2,171,68,3.1,1.2,225,83,4.0,1.5,49,29,0.9,0.5,37.8,3.9,(X),(X),4361,239,78.1,2.6,4260,230,76.3,2.9,613,110,11.0,2.1,445,88,8.0,1.6,4361,239,4361,(X),2035,179,46.7,3.1,2326,184,53.3,3.1,445,88,445,(X),212,61,47.6,10.9,233,70,52.4,10.9,5581,356,5581,(X),5467,352,98.0,1.7,114,95,2.0,1.7,5467,352,98.0,1.7,4928,400,88.3,3.1,20,28,0.4,0.5,5,10,0.1,0.2,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,448,138,8.0,2.6,115,89,2.1,1.6,120,109,2.2,2.0,0,17,0.0,0.6,82,108,1.5,1.9,0,17,0.0,0.6,131,87,2.3,1.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,66,79,1.2,1.4,114,95,2.0,1.7,0,17,0.0,0.6,7,13,0.1,0.2,51,55,0.9,1.0,15,26,0.3,0.5,5581,356,5581,(X),4986,396,89.3,2.8,76,96,1.4,1.7,37,41,0.7,0.7,540,153,9.7,2.8,0,17,0.0,0.6,66,79,1.2,1.4,5581,356,5581,(X),369,228,6.6,3.9,38,35,0.7,0.6,0,17,0.0,0.6,0,17,0.0,0.6,331,227,5.9,3.9,5212,311,93.4,3.9,4612,332,82.6,4.3,20,28,0.4,0.5,5,10,0.1,0.2,448,138,8.0,2.6,0,17,0.0,0.6,13,21,0.2,0.4,114,95,2.0,1.7,0,17,0.0,0.6,114,95,2.0,1.7,2179,50,(X),(X)
1400000US51013101200,51013101200,"Census Tract 1012, Arlington County, Virginia",3884,332,3884,(X),1765,269,45.4,4.7,2119,217,54.6,4.7,276,84,7.1,2.2,333,99,8.6,2.6,333,74,8.6,1.8,294,116,7.6,2.9,213,108,5.5,2.6,345,146,8.9,3.4,599,100,15.4,2.5,505,154,13.0,3.3,307,89,7.9,2.6,103,45,2.7,1.2,260,72,6.7,1.9,146,64,3.8,1.6,170,69,4.4,1.8,39.0,2.1,(X),(X),2721,279,70.1,3.4,2642,280,68.0,3.6,660,107,17.0,3.0,576,99,14.8,2.7,2721,279,2721,(X),1206,230,44.3,5.4,1515,162,55.7,5.4,576,99,576,(X),196,61,34.0,9.0,380,83,66.0,9.0,3884,332,3884,(X),3798,339,97.8,2.0,86,76,2.2,2.0,3798,339,97.8,2.0,2787,274,71.8,7.6,299,211,7.7,5.4,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,324,169,8.3,4.2,0,12,0.0,0.9,65,75,1.7,1.9,22,26,0.6,0.7,60,54,1.5,1.4,20,32,0.5,0.8,0,12,0.0,0.9,157,146,4.0,3.7,10,16,0.3,0.4,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,10,16,0.3,0.4,378,300,9.7,7.3,86,76,2.2,2.0,13,21,0.3,0.6,0,12,0.0,0.9,62,73,1.6,1.9,0,12,0.0,0.9,3884,332,3884,(X),2873,266,74.0,7.5,312,212,8.0,5.4,0,12,0.0,0.9,386,175,9.9,4.4,10,16,0.3,0.4,389,300,10.0,7.3,3884,332,3884,(X),648,293,16.7,6.7,40,56,1.0,1.4,29,31,0.7,0.8,0,12,0.0,0.9,579,289,14.9,6.8,3236,268,83.3,6.7,2569,249,66.1,7.0,287,212,7.4,5.5,0,12,0.0,0.9,308,160,7.9,4.0,10,16,0.3,0.4,0,12,0.0,0.9,62,73,1.6,1.9,0,12,0.0,0.9,62,73,1.6,1.9,1340,33,(X),(X)
1400000US51013101300,51013101300,"Census Tract 1013, Arlington County, Virginia",6278,512,6278,(X),3409,468,54.3,5.0,2869,344,45.7,5.0,554,179,8.8,2.7,496,128,7.9,2.1,131,63,2.1,1.0,148,92,2.4,1.5,218,109,3.5,1.8,1561,448,24.9,5.7,1088,207,17.3,3.4,834,243,13.3,4.0,448,123,7.1,2.0,343,104,5.5,1.7,319,140,5.1,2.2,70,60,1.1,1.0,68,48,1.1,0.8,35.5,3.3,(X),(X),4985,455,79.4,2.3,4913,470,78.3,2.7,673,188,10.7,3.0,457,161,7.3,2.5,4985,455,4985,(X),2747,443,55.1,5.6,2238,271,44.9,5.6,457,161,457,(X),178,85,38.9,11.0,279,106,61.1,11.0,6278,512,6278,(X),6024,503,96.0,2.1,254,135,4.0,2.1,6024,503,96.0,2.1,5220,435,83.1,6.1,50,44,0.8,0.7,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,445,139,7.1,2.3,97,74,1.5,1.2,92,67,1.5,1.1,40,47,0.6,0.8,13,20,0.2,0.3,59,85,0.9,1.4,83,92,1.3,1.5,61,55,1.0,0.9,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,0,17,0.0,0.6,309,382,4.9,5.9,254,135,4.0,2.1,0,17,0.0,0.6,69,92,1.1,1.5,123,102,2.0,1.6,35,53,0.6,0.8,6278,512,6278,(X),5439,412,86.6,5.8,85,71,1.4,1.1,104,109,1.7,1.7,568,195,9.0,3.2,0,17,0.0,0.6,336,388,5.4,6.0,6278,512,6278,(X),515,311,8.2,4.6,88,92,1.4,1.5,60,97,1.0,1.6,39,53,0.6,0.8,328,283,5.2,4.3,5763,420,91.8,4.6,5021,410,80.0,6.1,50,44,0.8,0.7,0,17,0.0,0.6,422,138,6.7,2.3,0,17,0.0,0.6,80,108,1.3,1.7,190,136,3.0,2.1,0,17,0.0,0.6,190,136,3.0,2.1,2360,42,(X),(X)
1400000US51013101401,51013101401,"Census Tract 1014.01, Arlington County, Virginia",1374,157,1374,(X),802,200,58.4,10.1,572,127,41.6,10.1,40,40,2.9,2.9,17,27,1.2,2.0,13,20,0.9,1.4,65,66,4.7,4.5,289,187,21.0,12.1,650,137,47.3,11.4,109,76,7.9,5.7,71,43,5.2,2.9,15,23,1.1,1.7,64,61,4.7,4.5,30,12,2.2,0.9,11,12,0.8,0.9,0,12,0.0,2.5,27.0,1.8,(X),(X),1278,133,93.0,4.6,1239,135,90.2,5.7,81,50,5.9,3.7,41,6,3.0,0.6,1278,133,1278,(X),720,192,56.3,11.1,558,124,43.7,11.1,41,6,41,(X),27,14,65.9,33.6,14,15,34.1,33.6,1374,157,1374,(X),1307,166,95.1,5.3,67,73,4.9,5.3,1307,166,95.1,5.3,1141,200,83.0,9.7,64,61,4.7,4.5,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,102,80,7.4,5.8,40,46,2.9,3.4,21,35,1.5,2.5,0,12,0.0,2.5,0,12,0.0,2.5,41,63,3.0,4.5,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,67,73,4.9,5.3,0,12,0.0,2.5,12,19,0.9,1.4,0,12,0.0,2.5,0,12,0.0,2.5,1374,157,1374,(X),1208,187,87.9,7.5,119,100,8.7,7.3,36,56,2.6,4.1,102,80,7.4,5.8,0,12,0.0,2.5,31,33,2.3,2.4,1374,157,1374,(X),14,26,1.0,1.9,0,12,0.0,2.5,0,12,0.0,2.5,0,12,0.0,2.5,14,26,1.0,1.9,1360,157,99.0,1.9,1127,196,82.0,9.5,64,61,4.7,4.5,0,12,0.0,2.5,102,80,7.4,5.8,0,12,0.0,2.5,0,12,0.0,2.5,67,73,4.9,5.3,0,12,0.0,2.5,67,73,4.9,5.3,785,37,(X),(X)
1400000US51013101402,51013101402,"Census Tract 1014.02, Arlington County, Virginia",2831,260,2831,(X),1256,308,44.4,9.1,1575,262,55.6,9.1,139,92,4.9,3.2,70,53,2.5,1.9,23,47,0.8,1.7,0,12,0.0,1.2,376,229,13.3,8.1,1032,294,36.5,9.5,573,128,20.2,4.5,243,94,8.6,3.1,101,65,3.6,2.3,126,63,4.5,2.2,83,44,2.9,1.6,65,41,2.3,1.4,0,12,0.0,1.2,31.8,2.7,(X),(X),2599,253,91.8,2.9,2599,253,91.8,2.9,171,74,6.0,2.6,148,64,5.2,2.2,2599,253,2599,(X),1119,306,43.1,9.7,1480,246,56.9,9.7,148,64,148,(X),38,26,25.7,18.1,110,60,74.3,18.1,2831,260,2831,(X),2831,260,100.0,1.2,0,12,0.0,1.2,2831,260,100.0,1.2,2466,290,87.1,6.7,0,12,0.0,1.2,12,21,0.4,0.7,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,353,194,12.5,6.7,59,96,2.1,3.4,88,81,3.1,2.8,19,40,0.7,1.4,77,72,2.7,2.5,0,12,0.0,1.2,57,85,2.0,2.9,53,64,1.9,2.3,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,2831,260,2831,(X),2466,290,87.1,6.7,0,12,0.0,1.2,12,21,0.4,0.7,353,194,12.5,6.7,0,12,0.0,1.2,0,12,0.0,1.2,2831,260,2831,(X),143,96,5.1,3.4,0,12,0.0,1.2,88,95,3.1,3.4,0,12,0.0,1.2,55,42,1.9,1.5,2688,276,94.9,3.4,2323,289,82.1,6.7,0,12,0.0,1.2,12,21,0.4,0.7,353,194,12.5,6.7,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,0,12,0.0,1.2,1479,35,(X),(X)
1400000US51013101403,51013101403,"Census Tract 1014.03, Arlington County, Virginia",5283,516,5283,(X),2949,330,55.8,6.3,2334,479,44.2,6.3,28,28,0.5,0.5,0,17,0.0,0.7,19,31,0.4,0.6,139,47,2.6,0.9,730,411,13.8,7.0,2689,374,50.9,6.9,556,170,10.5,3.2,554,146,10.5,2.8,107,73,2.0,1.4,42,40,0.8,0.7,95,54,1.8,1.0,138,54,2.6,1.0,186,81,3.5,1.5,29.9,0.9,(X),(X),5222,506,98.8,0.9,5097,508,96.5,1.2,455,106,8.6,1.9,419,96,7.9,1.8,5222,506,5222,(X),2916,328,55.8,6.4,2306,476,44.2,6.4,419,96,419,(X),171,87,40.8,16.3,248,78,59.2,16.3,5283,516,5283,(X),5247,515,99.3,0.8,36,41,0.7,0.8,5247,515,99.3,0.8,4438,499,84.0,4.0,99,65,1.9,1.3,87,116,1.6,2.2,0,17,0.0,0.7,0,17,0.0,0.7,0,17,0.0,0.7,0,17,0.0,0.7,597,163,11.3,2.9,299,180,5.7,3.4,28,39,0.5,0.7,36,60,0.7,1.1,13,21,0.2,0.4,174,147,3.3,2.7,0,17,0.0,0.7,47,59,0.9,1.1,0,17,0.0,0.7,0,17,0.0,0.7,0,17,0.0,0.7,0,17,0.0,0.7,0,17,0.0,0.7,26,40,0.5,0.8,36,41,0.7,0.8,0,17,0.0,0.7,15,23,0.3,0.4,21,34,0.4,0.6,0,17,0.0,0.7,5283,516,5283,(X),4474,501,84.7,3.9,99,65,1.9,1.3,102,118,1.9,2.2,618,169,11.7,3.0,0,17,0.0,0.7,26,40,0.5,0.8,5283,516,5283,(X),213,155,4.0,3.1,31,38,0.6,0.7,38,45,0.7,0.9,0,17,0.0,0.7,144,145,2.7,2.9,5070,587,96.0,3.1,4231,572,80.1,5.3,99,65,1.9,1.3,87,116,1.6,2.2,597,163,11.3,2.9,0,17,0.0,0.7,20,36,0.4,0.7,36,41,0.7,0.8,0,17,0.0,0.7,36,41,0.7,0.8,3734,216,(X),(X)
1400000US51013101404,51013101404,"Census Tract 1014.04, Arlington County, Virginia",3827,337,3827,(X),1781,271,46.5,5.0,2046,233,53.5,5.0,23,39,0.6,1.0,0,12,0.0,0.9,53,48,1.4,1.3,0,12,0.0,0.9,167,126,4.4,3.2,1608,265,42.0,5.5,504,156,13.2,3.9,332,134,8.7,3.5,279,134,7.3,3.5,189,137,4.9,3.5,430,112,11.2,2.8,60,50,1.6,1.3,182,145,4.8,3.9,35.7,2.7,(X),(X),3751,333,98.0,1.6,3751,333,98.0,1.6,799,185,20.9,4.9,672,161,17.6,4.3,3751,333,3751,(X),1758,266,46.9,5.2,1993,241,53.1,5.2,672,161,672,(X),256,81,38.1,11.8,416,145,61.9,11.8,3827,337,3827,(X),3779,340,98.7,1.4,48,52,1.3,1.4,3779,340,98.7,1.4,2993,363,78.2,7.4,236,154,6.2,4.0,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,416,152,10.9,3.7,105,98,2.7,2.5,50,57,1.3,1.5,38,45,1.0,1.2,57,69,1.5,1.8,56,67,1.5,1.8,41,59,1.1,1.6,69,71,1.8,1.8,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,0,12,0.0,0.9,134,145,3.5,3.8,48,52,1.3,1.4,23,40,0.6,1.0,0,12,0.0,0.9,25,32,0.7,0.8,0,12,0.0,0.9,3827,337,3827,(X),3041,358,79.5,7.2,259,162,6.8,4.2,0,12,0.0,0.9,441,156,11.5,3.8,0,12,0.0,0.9,134,145,3.5,3.8,3827,337,3827,(X),271,189,7.1,4.8,57,95,1.5,2.5,0,12,0.0,0.9,0,12,0.0,0.9,214,174,5.6,4.5,3556,346,92.9,4.8,2806,385,73.3,8.7,236,154,6.2,4.0,0,12,0.0,0.9,399,153,10.4,3.8,0,12,0.0,0.9,78,130,2.0,3.4,37,47,1.0,1.2,0,12,0.0,0.9,37,47,1.0,1.2,2789,98,(X),(X)
1400000US51013101500,51013101500,"Census Tract 1015, Arlington County, Virginia",7674,452,7674,(X),3962,359,51.6,4.1,3712,410,48.4,4.1,342,144,4.5,1.8,374,133,4.9,1.7,244,113,3.2,1.5,156,100,2.0,1.3,758,245,9.9,3.0,2687,390,35.0,4.6,810,183,10.6,2.2,1025,162,13.4,2.3,449,133,5.9,1.7,280,113,3.6,1.5,333,116,4.3,1.5,144,73,1.9,1.0,72,66,0.9,0.9,31.4,1.7,(X),(X),6615,402,86.2,1.9,6472,402,84.3,2.8,682,126,8.9,1.7,549,100,7.2,1.3,6615,402,6615,(X),3517,334,53.2,4.6,3098,384,46.8,4.6,549,100,549,(X),302,62,55.0,7.8,247,69,45.0,7.8,7674,452,7674,(X),7267,424,94.7,2.9,407,232,5.3,2.9,7267,424,94.7,2.9,6141,397,80.0,4.6,261,130,3.4,1.7,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,656,213,8.5,2.7,105,86,1.4,1.1,257,171,3.3,2.2,13,22,0.2,0.3,25,40,0.3,0.5,76,79,1.0,1.0,0,17,0.0,0.5,180,142,2.3,1.8,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,0,17,0.0,0.5,209,179,2.7,2.3,407,232,5.3,2.9,143,171,1.9,2.2,0,17,0.0,0.5,119,83,1.6,1.1,15,23,0.2,0.3,7674,452,7674,(X),6480,415,84.4,4.0,472,255,6.2,3.2,15,23,0.2,0.3,775,239,10.1,3.0,12,17,0.2,0.2,327,255,4.3,3.2,7674,452,7674,(X),746,299,9.7,3.7,251,164,3.3,2.1,50,44,0.7,0.6,9,14,0.1,0.2,436,256,5.7,3.2,6928,438,90.3,3.7,5774,420,75.2,4.7,261,130,3.4,1.7,0,17,0.0,0.5,656,213,8.5,2.7,0,17,0.0,0.5,0,17,0.0,0.5,237,186,3.1,2.4,0,17,0.0,0.5,237,186,3.1,2.4,3783,97,(X),(X)
1400000US51013101601,51013101601,"Census Tract 1016.01, Arlington County, Virginia",1489,287,1489,(X),758,222,50.9,11.7,731,227,49.1,11.7,66,61,4.4,4.0,57,81,3.8,5.0,79,114,5.3,7.1,3,10,0.2,0.6,118,99,7.9,7.2,595,221,40.0,15.9,161,96,10.8,5.5,199,108,13.4,6.7,89,49,6.0,3.3,26,25,1.7,1.8,71,59,4.8,4.1,25,39,1.7,2.7,0,12,0.0,2.3,28.9,3.7,(X),(X),1284,175,86.2,11.4,1284,175,86.2,11.4,122,70,8.2,5.1,96,67,6.4,4.8,1284,175,1284,(X),642,171,50.0,13.3,642,210,50.0,13.3,96,67,96,(X),44,43,45.8,39.5,52,58,54.2,39.5,1489,287,1489,(X),1444,289,97.0,4.6,45,69,3.0,4.6,1444,289,97.0,4.6,1046,201,70.2,20.2,21,27,1.4,1.9,0,12,0.0,2.3,0,12,0.0,2.3,0,12,0.0,2.3,0,12,0.0,2.3,0,12,0.0,2.3,133,120,8.9,7.8,59,93,4.0,6.2,8,11,0.5,0.8,27,43,1.8,2.9,0,12,0.0,2.3,39,56,2.6,3.7,0,12,0.0,2.3,0,12,0.0,2.3,0,12,0.0,2.3,0,12,0.0,2.3,0,12,0.0,2.3,0,12,0.0,2.3,0,12,0.0,2.3,244,352,16.4,21.9,45,69,3.0,4.6,0,12,0.0,2.3,0,12,0.0,2.3,45,69,3.0,4.6,0,12,0.0,2.3,1489,287,1489,(X),1091,216,73.3,21.1,21,27,1.4,1.9,0,12,0.0,2.3,178,126,12.0,8.2,0,12,0.0,2.3,244,352,16.4,21.9,1489,287,1489,(X),298,351,20.0,21.1,0,12,0.0,2.3,131,192,8.8,12.0,107,160,7.2,9.9,60,65,4.0,4.3,1191,218,80.0,21.1,986,184,66.2,19.7,21,27,1.4,1.9,0,12,0.0,2.3,133,120,8.9,7.8,0,12,0.0,2.3,6,21,0.4,1.4,45,69,3.0,4.6,0,12,0.0,2.3,45,69,3.0,4.6,735,27,(X),(X)
1400000US51013101602,51013101602,"Census Tract 1016.02, Arlington County, Virginia",1665,151,1665,(X),884,192,53.1,9.6,781,161,46.9,9.6,117,44,7.0,2.7,48,57,2.9,3.4,0,12,0.0,2.1,0,12,0.0,2.1,35,38,2.1,2.3,891,182,53.5,10.6,286,124,17.2,7.3,121,81,7.3,4.6,33,35,2.0,2.1,20,26,1.2,1.6,73,74,4.4,4.3,41,33,2.5,2.0,0,12,0.0,2.1,30.4,1.3,(X),(X),1500,146,90.1,3.6,1500,146,90.1,3.6,126,79,7.6,4.5,114,76,6.8,4.3,1500,146,1500,(X),776,186,51.7,10.0,724,144,48.3,10.0,114,76,114,(X),27,35,23.7,21.6,87,53,76.3,21.6,1665,151,1665,(X),1665,151,100.0,2.1,0,12,0.0,2.1,1665,151,100.0,2.1,1370,190,82.3,11.7,136,154,8.2,9.1,6,14,0.4,0.8,6,14,0.4,0.8,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,145,110,8.7,6.3,23,42,1.4,2.5,8,15,0.5,0.9,34,40,2.0,2.4,7,13,0.4,0.8,29,45,1.7,2.7,44,68,2.6,4.0,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,8,13,0.5,0.8,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,1665,151,1665,(X),1370,190,82.3,11.7,136,154,8.2,9.1,6,14,0.4,0.8,145,110,8.7,6.3,0,12,0.0,2.1,8,13,0.5,0.8,1665,151,1665,(X),115,87,6.9,5.2,8,13,0.5,0.8,15,23,0.9,1.4,29,32,1.7,1.9,63,74,3.8,4.4,1550,168,93.1,5.2,1263,231,75.9,14.1,136,154,8.2,9.1,6,14,0.4,0.8,145,110,8.7,6.3,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,0,12,0.0,2.1,1104,31,(X),(X)
1400000US51013101603,51013101603,"Census Tract 1016.03, Arlington County, Virginia",3384,444,3384,(X),1907,292,56.4,6.0,1477,307,43.6,6.0,52,53,1.5,1.6,81,54,2.4,1.6,0,12,0.0,1.0,63,72,1.9,2.1,389,225,11.5,6.3,1454,342,43.0,9.7,627,235,18.5,5.5,180,86,5.3,2.5,149,115,4.4,3.4,97,73,2.9,2.2,194,92,5.7,2.7,71,53,2.1,1.5,27,43,0.8,1.3,30.3,2.6,(X),(X),3251,442,96.1,1.0,3107,360,91.8,3.8,364,108,10.8,3.2,292,104,8.6,3.1,3251,442,3251,(X),1830,288,56.3,6.1,1421,302,43.7,6.1,292,104,292,(X),202,91,69.2,16.9,90,56,30.8,16.9,3384,444,3384,(X),3343,446,98.8,1.3,41,44,1.2,1.3,3343,446,98.8,1.3,2742,329,81.0,9.1,235,336,6.9,9.4,0,12,0.0,1.0,0,12,0.0,1.0,0,12,0.0,1.0,0,12,0.0,1.0,0,12,0.0,1.0,295,107,8.7,3.3,98,80,2.9,2.4,81,87,2.4,2.6,10,16,0.3,0.5,36,33,1.1,1.0,14,22,0.4,0.7,43,51,1.3,1.5,13,20,0.4,0.6,13,21,0.4,0.6,13,21,0.4,0.6,0,12,0.0,1.0,0,12,0.0,1.0,0,12,0.0,1.0,58,73,1.7,2.2,41,44,1.2,1.3,0,12,0.0,1.0,0,12,0.0,1.0,20,25,0.6,0.8,0,12,0.0,1.0,3384,444,3384,(X),2783,325,82.2,9.0,235,336,6.9,9.4,0,12,0.0,1.0,315,110,9.3,3.3,34,57,1.0,1.7,58,73,1.7,2.2,3384,444,3384,(X),206,132,6.1,3.9,22,26,0.7,0.8,34,57,1.0,1.7,0,12,0.0,1.0,150,111,4.4,3.3,3178,451,93.9,3.9,2628,324,77.7,9.3,235,336,6.9,9.4,0,12,0.0,1.0,295,107,8.7,3.3,0,12,0.0,1.0,0,12,0.0,1.0,20,25,0.6,0.8,0,12,0.0,1.0,20,25,0.6,0.8,2339,55,(X),(X)
